,num_if,num_else,num_switch,num_loop,num_break,num_priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nested_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
911,2,1,0,3,0,0,0,0,0,0,0,0,0,10,4,10,n,linear,efficient,89.java
912,4,0,0,2,0,0,0,0,0,0,0,0,0,9,2,11,n,linear,efficient,890.java
913,3,3,0,1,0,0,0,0,0,0,0,0,0,5,1,11,n,linear,efficient,892.java
914,3,2,0,8,0,0,0,0,0,0,0,0,2,12,1,21,n,linear,efficient,893.java
915,4,0,0,2,1,0,0,0,0,0,1,0,0,7,2,12,n,linear,efficient,896.java
916,11,3,0,6,0,0,0,0,0,0,0,1,0,17,24,49,n,linear,efficient,898.java
917,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,3,n,linear,efficient,9.java
918,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,3,n,linear,efficient,90.java
919,7,2,0,0,0,0,0,0,0,0,0,0,0,4,1,23,n,linear,efficient,900.java
920,10,0,0,6,0,0,0,0,0,0,0,1,0,18,10,43,n,linear,efficient,902.java
921,3,1,0,3,0,0,0,0,1,0,0,0,2,4,2,15,n,linear,efficient,91.java
922,3,1,0,2,0,0,0,0,0,0,0,0,0,7,8,21,n,linear,efficient,913.java
923,18,3,0,9,2,0,0,0,0,0,0,1,0,19,15,72,n,linear,efficient,916.java
924,40,5,0,29,5,0,0,2,0,0,0,2,3,64,27,161,n,linear,efficient,917.java
925,1,0,0,1,0,0,0,1,0,0,0,0,0,10,6,11,n,linear,efficient,918.java
926,7,1,0,5,0,0,0,0,0,1,1,0,2,13,8,38,n,linear,efficient,921.java
927,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,4,n,linear,efficient,926.java
928,1,0,0,7,0,0,0,0,0,0,1,0,2,14,8,15,n,linear,efficient,929.java
929,3,0,0,2,0,0,0,0,0,0,0,0,0,9,6,17,n,linear,efficient,935.java
930,2,0,0,2,0,0,0,0,0,0,0,0,0,6,2,10,n,linear,efficient,938.java
931,2,1,0,3,1,0,0,0,0,0,0,0,0,7,8,22,n,linear,efficient,939.java
932,4,0,0,3,0,0,0,0,0,0,0,0,2,10,2,13,n,linear,efficient,940.java
933,2,0,0,6,0,0,0,0,0,0,0,0,3,17,1,16,n,linear,efficient,941.java
934,3,0,0,5,0,0,0,0,0,1,0,1,0,11,6,19,n,linear,efficient,942.java
935,12,4,0,4,0,0,0,6,0,0,1,0,0,24,1,30,n,linear,efficient,944.java
936,1,0,0,2,0,0,0,0,0,0,0,0,0,9,2,7,n,linear,efficient,946.java
937,4,0,0,6,0,0,0,0,0,0,0,0,2,13,1,20,n,linear,efficient,947.java
938,26,1,0,19,3,0,0,0,1,2,0,1,0,43,22,103,n,linear,efficient,948.java
939,26,4,0,12,1,0,0,0,0,0,1,1,0,33,18,102,n,linear,efficient,951.java
940,15,0,0,7,3,0,0,0,0,0,0,2,0,24,9,60,n,linear,efficient,952.java
941,2,0,0,2,0,0,0,0,0,0,0,0,0,7,1,8,n,linear,efficient,963.java
942,0,0,0,3,0,0,0,2,0,0,0,0,0,10,2,7,n,linear,efficient,965.java
943,1,0,0,3,0,0,0,1,0,0,0,0,0,13,2,8,n,linear,efficient,968.java
944,0,0,0,4,0,0,0,0,0,0,0,0,2,12,1,7,n,linear,efficient,969.java
945,2,1,0,3,0,0,0,0,0,0,0,0,0,5,2,8,n,linear,efficient,97.java
946,1,0,0,3,0,0,0,0,0,0,0,0,0,7,2,9,n,linear,efficient,970.java
947,0,0,0,4,0,0,0,0,0,0,0,0,2,11,1,8,n,linear,efficient,971.java
948,1,1,0,4,0,0,0,0,0,0,0,0,0,10,8,21,n,linear,efficient,972.java
949,7,1,0,3,0,0,0,0,0,0,0,0,0,12,2,17,n,linear,efficient,973.java
950,21,0,0,21,0,0,0,0,1,0,0,1,2,41,25,96,n,linear,efficient,974.java
951,3,2,0,3,0,0,0,0,0,0,0,0,0,6,6,20,n,linear,efficient,976.java
952,3,2,0,2,0,0,0,1,0,0,0,0,0,8,1,12,n,linear,efficient,977.java
953,3,2,0,2,0,0,0,1,0,0,0,0,0,10,1,11,n,linear,efficient,978.java
954,3,2,0,2,0,0,0,1,0,0,0,0,0,10,1,11,n,linear,efficient,979.java
955,3,0,0,2,0,0,0,0,0,0,0,0,0,8,2,10,n,linear,efficient,98.java
956,3,1,0,2,0,0,0,1,0,0,0,0,0,8,1,9,n,linear,efficient,981.java
957,10,0,0,11,0,0,0,2,0,0,0,1,2,29,18,60,n,linear,efficient,994.java
958,17,0,0,13,0,0,0,1,0,0,0,1,3,36,21,86,n,linear,efficient,997.java
959,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,998.java
960,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,n,linear,efficient,999.java
961,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,n,linear,efficient,114.java
962,2,0,0,1,0,0,0,0,0,1,0,0,0,4,2,7,n,linear,efficient,130.java
963,3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,8,n,linear,efficient,137.java
964,3,1,0,2,0,0,0,0,0,0,0,1,0,8,5,13,n,linear,efficient,160.java
965,1,0,0,2,0,0,0,0,0,0,0,0,0,8,3,8,n,linear,efficient,20.java
966,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,3,n,linear,efficient,259.java
967,1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,8,n,linear,efficient,291.java
968,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,297.java
969,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,6,n,linear,efficient,301.java
970,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n,linear,efficient,312.java
971,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,n,linear,efficient,34.java
972,3,0,0,2,0,0,0,0,0,0,0,0,0,6,2,7,n,linear,efficient,49.java
973,3,0,0,3,0,0,0,0,0,0,0,0,0,6,2,11,n,linear,efficient,77.java
974,2,1,0,1,0,0,0,0,0,0,0,0,0,5,2,5,n,linear,efficient,99.java
975,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,n_square,quadratic,inefficient,1.java
976,2,0,0,4,0,0,0,0,0,0,0,1,2,9,10,21,n_square,quadratic,inefficient,1014.java
977,7,0,0,13,0,0,0,0,0,0,1,1,8,26,12,51,n_square,quadratic,inefficient,1015.java
978,2,0,0,3,0,0,0,0,0,0,0,0,2,12,1,10,n_square,quadratic,inefficient,1016.java
979,2,0,0,3,0,0,0,0,0,0,0,0,2,5,6,16,n_square,quadratic,inefficient,1017.java
980,2,0,0,4,0,0,0,0,0,0,0,0,0,3,6,17,n_square,quadratic,inefficient,1018.java
981,1,0,0,3,0,0,0,0,1,0,0,0,3,6,2,7,n_square,quadratic,inefficient,102.java
982,0,0,0,5,0,0,0,2,0,0,0,0,2,14,1,7,n_square,quadratic,inefficient,1035.java
983,3,1,0,4,0,0,0,3,0,0,0,0,2,12,3,17,n_square,quadratic,inefficient,1036.java
984,1,0,0,6,0,0,0,3,0,0,0,0,2,12,7,21,n_square,quadratic,inefficient,1037.java
985,31,10,0,21,0,0,0,3,0,0,0,1,2,61,27,144,n_square,quadratic,inefficient,1038.java
986,1,0,0,2,0,0,0,0,0,0,0,0,2,6,2,5,n_square,quadratic,inefficient,104.java
987,1,0,0,2,0,0,0,0,0,0,0,0,2,2,2,5,n_square,quadratic,inefficient,107.java
988,3,1,0,2,0,0,0,2,0,0,0,0,0,8,4,13,n_square,quadratic,inefficient,115.java
989,1,0,0,3,0,0,0,1,0,0,0,0,3,8,2,6,n_square,quadratic,inefficient,117.java
990,1,0,0,3,0,0,0,0,0,0,0,0,3,5,2,7,n_square,quadratic,inefficient,120.java
991,2,0,0,2,1,0,0,0,0,0,0,0,2,5,2,7,n_square,quadratic,inefficient,122.java
992,3,0,0,2,0,0,0,0,0,0,0,0,2,7,2,8,n_square,quadratic,inefficient,128.java
993,2,0,0,2,1,0,0,0,0,0,0,0,2,6,2,10,n_square,quadratic,inefficient,133.java
994,4,0,0,3,0,0,0,0,0,0,0,2,2,12,4,16,n_square,quadratic,inefficient,140.java
995,2,1,0,2,0,0,0,0,0,0,1,0,2,7,2,9,n_square,quadratic,inefficient,143.java
996,2,0,0,5,0,0,0,0,0,0,0,0,0,4,2,14,n_square,quadratic,inefficient,147.java
997,6,0,0,5,4,0,0,0,0,0,0,0,0,4,2,22,n_square,quadratic,inefficient,148.java
998,3,0,0,3,0,0,0,6,0,0,0,0,2,5,2,9,n_square,quadratic,inefficient,149.java
999,1,1,0,3,0,0,0,0,0,0,0,0,0,2,3,9,n_square,quadratic,inefficient,162.java
1000,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2,6,n_square,quadratic,inefficient,171.java
1001,0,0,0,2,0,0,0,1,0,0,0,0,2,7,2,5,n_square,quadratic,inefficient,18.java
1002,0,0,0,2,0,0,0,0,0,0,0,0,2,5,3,3,n_square,quadratic,inefficient,186.java
1003,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,9,n_square,quadratic,inefficient,199.java
1004,2,0,0,4,0,0,0,0,0,0,0,0,0,12,4,12,n_square,quadratic,inefficient,226.java
1005,6,2,0,1,0,0,0,0,0,0,0,4,0,6,4,16,n_square,quadratic,inefficient,227.java
1006,1,0,0,2,0,0,0,0,0,0,0,0,2,4,2,5,n_square,quadratic,inefficient,229.java
1007,2,0,0,2,1,0,0,0,0,0,0,0,2,6,2,8,n_square,quadratic,inefficient,237.java
1008,0,0,0,2,0,0,0,1,0,0,0,0,2,6,2,5,n_square,quadratic,inefficient,249.java
1009,0,0,0,3,0,0,0,0,0,0,0,0,2,7,2,4,n_square,quadratic,inefficient,25.java
1010,2,0,0,2,0,0,0,0,0,0,0,0,2,9,2,7,n_square,quadratic,inefficient,251.java
1011,3,0,0,3,1,0,0,0,0,0,0,0,2,8,3,12,n_square,quadratic,inefficient,252.java
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,n_square,quadratic,inefficient,254.java
1013,1,0,0,2,0,0,0,0,0,0,0,0,2,5,3,5,n_square,quadratic,inefficient,257.java
1014,1,0,0,2,0,0,0,0,0,0,0,0,2,5,2,4,n_square,quadratic,inefficient,258.java
1015,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,2,n_square,quadratic,inefficient,26.java
1016,2,1,0,5,0,0,0,0,0,1,0,0,2,14,3,12,n_square,quadratic,inefficient,264.java
1017,2,0,0,2,0,0,0,0,0,0,0,0,2,7,2,8,n_square,quadratic,inefficient,271.java
1018,2,0,0,2,1,0,0,0,0,0,0,0,2,7,2,8,n_square,quadratic,inefficient,274.java
1019,1,0,0,2,0,0,0,0,0,0,0,0,2,5,2,4,n_square,quadratic,inefficient,278.java
1020,2,0,0,4,0,0,0,0,0,0,0,0,2,9,2,10,n_square,quadratic,inefficient,285.java
1021,0,0,0,3,0,0,0,0,0,0,0,0,2,4,2,5,n_square,quadratic,inefficient,288.java
1022,0,0,0,3,0,0,0,0,0,0,0,0,2,4,2,7,n_square,quadratic,inefficient,290.java
1023,1,0,0,2,0,0,0,1,0,0,0,0,2,3,3,7,n_square,quadratic,inefficient,293.java
1024,1,0,0,2,0,0,0,1,0,0,0,0,2,4,2,6,n_square,quadratic,inefficient,295.java
1025,0,0,0,4,0,0,0,3,0,0,0,0,2,11,2,7,n_square,quadratic,inefficient,298.java
1026,1,0,0,7,0,0,0,0,0,0,0,2,0,9,4,9,n_square,quadratic,inefficient,30.java
1027,2,0,0,4,0,0,0,0,0,0,0,0,2,8,2,9,n_square,quadratic,inefficient,303.java
1028,6,0,0,3,0,0,0,0,0,0,0,0,3,8,2,15,n_square,quadratic,inefficient,304.java
1029,1,0,0,2,0,0,0,2,1,0,0,0,2,6,2,7,n_square,quadratic,inefficient,305.java
1030,0,0,0,2,0,0,0,1,0,0,0,0,2,6,2,4,n_square,quadratic,inefficient,307.java
1031,4,0,0,2,0,0,0,0,0,0,0,3,2,4,3,14,n_square,quadratic,inefficient,311.java
1032,3,0,0,2,0,0,0,0,0,0,0,0,2,5,2,8,n_square,quadratic,inefficient,314.java
1033,2,0,0,6,0,0,0,1,0,0,0,0,2,11,2,10,n_square,quadratic,inefficient,317.java
1034,2,0,0,4,0,0,0,0,0,0,0,0,2,4,2,7,n_square,quadratic,inefficient,318.java
1035,2,0,0,4,0,0,0,0,0,0,0,0,2,8,2,9,n_square,quadratic,inefficient,319.java
1036,2,0,0,4,0,0,0,1,0,0,0,0,2,8,2,9,n_square,quadratic,inefficient,322.java
1037,2,0,0,4,0,0,0,0,0,0,0,0,2,7,2,7,n_square,quadratic,inefficient,323.java
1038,3,0,0,3,0,0,0,0,0,0,0,0,2,7,2,11,n_square,quadratic,inefficient,324.java
1039,2,0,0,4,0,0,0,0,0,0,0,0,2,3,2,7,n_square,quadratic,inefficient,325.java
1040,2,0,0,8,0,0,0,2,0,0,0,0,2,6,2,17,n_square,quadratic,inefficient,328.java
1041,1,0,0,4,0,0,0,1,0,0,0,0,2,8,2,6,n_square,quadratic,inefficient,332.java
1042,0,0,0,5,0,0,0,3,0,0,0,0,2,8,2,6,n_square,quadratic,inefficient,335.java
1043,1,0,0,4,0,0,0,1,0,0,0,0,2,3,3,8,n_square,quadratic,inefficient,337.java
1044,2,0,0,2,1,0,0,1,0,0,0,0,2,3,2,10,n_square,quadratic,inefficient,339.java
1045,5,0,0,1,0,0,0,1,1,0,0,2,0,4,3,13,n_square,quadratic,inefficient,342.java
1046,5,0,0,2,0,0,0,1,0,0,0,0,2,5,3,13,n_square,quadratic,inefficient,344.java
1047,2,0,0,2,0,0,0,1,0,0,0,0,2,8,2,8,n_square,quadratic,inefficient,346.java
1048,2,1,0,2,0,0,0,1,0,0,0,0,2,9,2,10,n_square,quadratic,inefficient,348.java
1049,2,2,0,3,2,0,0,1,0,0,0,0,3,7,2,11,n_square,quadratic,inefficient,357.java
1050,5,0,0,8,0,0,0,0,0,0,0,0,2,7,2,22,n_square,quadratic,inefficient,363.java
1051,3,0,0,7,0,0,0,0,0,0,0,0,2,6,2,11,n_square,quadratic,inefficient,366.java
1052,2,1,0,2,0,0,0,1,0,0,0,0,2,7,2,9,n_square,quadratic,inefficient,367.java
1053,2,0,0,3,0,0,0,0,0,0,0,0,2,7,2,9,n_square,quadratic,inefficient,368.java
1054,3,0,0,4,0,0,0,0,0,0,0,0,2,10,3,14,n_square,quadratic,inefficient,369.java
1055,3,0,0,4,0,0,0,0,0,0,0,0,2,8,2,12,n_square,quadratic,inefficient,370.java
1056,0,0,0,4,0,0,0,0,0,0,0,0,2,11,3,9,n_square,quadratic,inefficient,371.java
1057,5,0,0,3,0,0,0,2,0,0,0,0,2,8,2,14,n_square,quadratic,inefficient,372.java
1058,3,0,0,3,0,0,0,2,0,0,0,0,2,7,2,9,n_square,quadratic,inefficient,373.java
1059,3,0,0,1,0,0,0,0,0,0,0,2,0,5,3,6,n_square,quadratic,inefficient,375.java
1060,2,0,0,1,0,0,0,0,0,0,0,2,0,6,3,6,n_square,quadratic,inefficient,376.java
1061,6,2,0,1,0,0,0,0,0,0,0,4,0,6,4,16,n_square,quadratic,inefficient,384.java
1062,5,1,0,1,0,0,0,0,0,0,0,6,0,5,4,13,n_square,quadratic,inefficient,387.java
1063,4,0,0,1,0,0,0,0,0,0,0,2,0,8,4,12,n_square,quadratic,inefficient,396.java
1064,5,0,0,4,0,0,0,0,0,0,0,2,2,7,2,16,n_square,quadratic,inefficient,401.java
1065,4,0,0,1,0,0,0,1,0,0,0,2,0,6,4,12,n_square,quadratic,inefficient,402.java
1066,4,0,0,1,1,0,0,0,0,0,0,2,0,9,5,13,n_square,quadratic,inefficient,403.java
1067,8,1,0,0,0,0,0,0,0,0,0,2,0,2,4,13,n_square,quadratic,inefficient,407.java
1068,4,0,0,0,0,0,0,0,0,0,0,2,0,2,3,9,n_square,quadratic,inefficient,416.java
1069,4,0,0,0,0,0,0,0,0,0,0,2,0,2,4,10,n_square,quadratic,inefficient,421.java
1070,6,0,0,1,0,0,0,0,0,0,0,2,0,10,5,17,n_square,quadratic,inefficient,423.java
1071,2,0,0,5,0,0,0,0,0,0,0,0,2,12,4,12,n_square,quadratic,inefficient,465.java
1072,2,0,0,5,0,0,0,0,0,0,0,0,2,11,4,11,n_square,quadratic,inefficient,467.java
1073,2,0,0,3,1,0,0,0,0,0,0,0,2,9,2,10,n_square,quadratic,inefficient,471.java
1074,2,0,0,4,1,0,0,0,0,0,0,0,3,9,2,10,n_square,quadratic,inefficient,488.java
1075,2,0,0,4,1,0,0,0,0,0,0,0,3,9,3,9,n_square,quadratic,inefficient,489.java
1076,2,0,0,5,1,0,0,0,0,0,0,0,3,10,3,11,n_square,quadratic,inefficient,490.java
1077,3,0,0,4,0,0,0,0,0,0,0,1,2,10,6,11,n_square,quadratic,inefficient,497.java
1078,2,0,0,2,0,0,0,0,0,0,0,0,2,3,2,9,n_square,quadratic,inefficient,522.java
1079,2,0,0,2,1,0,0,0,0,0,0,0,2,4,2,8,n_square,quadratic,inefficient,550.java
1080,2,0,0,3,0,0,0,1,0,0,0,0,2,12,1,10,n_square,quadratic,inefficient,556.java
1081,11,0,0,9,0,0,0,1,0,0,0,1,2,23,12,50,n_square,quadratic,inefficient,560.java
1082,5,0,0,6,0,0,0,0,0,0,0,0,2,11,5,23,n_square,quadratic,inefficient,565.java
1083,6,1,0,7,1,0,0,1,1,0,0,0,4,20,3,30,n_square,quadratic,inefficient,576.java
1084,3,0,0,4,0,0,0,0,0,0,0,0,2,10,1,10,n_square,quadratic,inefficient,581.java
1085,3,0,0,4,0,0,0,0,0,0,0,0,2,11,6,20,n_square,quadratic,inefficient,583.java
1086,3,1,0,5,1,0,0,1,2,1,0,0,2,16,2,19,n_square,quadratic,inefficient,585.java
1087,2,0,0,4,0,0,0,0,0,0,0,0,2,10,6,20,n_square,quadratic,inefficient,587.java
1088,6,2,0,6,1,0,0,0,2,0,0,0,0,9,2,27,n_square,quadratic,inefficient,592.java
1089,4,2,0,6,0,0,0,0,0,0,1,0,2,16,2,22,n_square,quadratic,inefficient,595.java
1090,4,0,0,3,0,0,0,0,0,0,1,0,2,10,2,18,n_square,quadratic,inefficient,596.java
1091,3,0,0,4,0,0,0,0,1,0,0,0,0,9,1,17,n_square,quadratic,inefficient,598.java
1092,7,1,0,5,0,0,0,0,0,0,0,0,2,12,1,25,n_square,quadratic,inefficient,608.java
1093,2,0,0,3,1,0,0,1,0,0,1,0,2,11,1,11,n_square,quadratic,inefficient,609.java
1094,2,1,0,2,1,0,0,0,0,0,0,0,2,8,2,8,n_square,quadratic,inefficient,61.java
1095,4,1,0,4,1,0,0,0,1,0,0,0,2,12,6,24,n_square,quadratic,inefficient,613.java
1096,5,1,0,5,2,0,0,0,0,0,0,0,2,12,2,24,n_square,quadratic,inefficient,623.java
1097,5,1,0,8,0,0,0,0,0,0,0,1,2,10,8,35,n_square,quadratic,inefficient,624.java
1098,10,0,0,6,2,0,0,0,0,0,0,0,3,13,1,34,n_square,quadratic,inefficient,625.java
1099,1,0,0,4,0,0,0,1,0,0,0,0,2,11,1,10,n_square,quadratic,inefficient,628.java
1100,3,1,0,5,0,0,0,1,0,0,0,0,2,10,2,18,n_square,quadratic,inefficient,630.java
1101,1,0,0,3,0,0,0,0,0,0,0,0,2,12,1,8,n_square,quadratic,inefficient,634.java
1102,13,0,0,11,0,0,0,0,0,0,0,1,0,27,16,53,n_square,quadratic,inefficient,635.java
1103,0,0,0,4,0,0,0,1,0,0,0,0,0,9,2,8,n_square,quadratic,inefficient,655.java
1104,7,2,0,3,1,0,0,1,0,0,0,0,2,10,1,25,n_square,quadratic,inefficient,656.java
1105,1,0,0,2,0,0,0,0,0,0,0,0,2,7,2,6,n_square,quadratic,inefficient,68.java
1106,6,1,0,7,1,0,0,1,1,0,0,0,4,20,3,30,n_square,quadratic,inefficient,681.java
1107,3,0,0,4,0,0,0,0,0,0,0,0,2,10,1,10,n_square,quadratic,inefficient,686.java
1108,3,0,0,4,0,0,0,0,0,0,0,0,2,11,6,20,n_square,quadratic,inefficient,688.java
1109,3,1,0,5,1,0,0,1,2,1,0,0,2,16,2,19,n_square,quadratic,inefficient,690.java
1110,2,0,0,4,0,0,0,0,0,0,0,0,2,10,6,20,n_square,quadratic,inefficient,692.java
1111,6,2,0,6,1,0,0,0,2,0,0,0,0,9,2,27,n_square,quadratic,inefficient,697.java
1112,0,0,0,2,0,0,0,1,0,0,0,0,2,7,2,5,n_square,quadratic,inefficient,7.java
1113,4,2,0,6,0,0,0,0,0,0,1,0,2,16,2,22,n_square,quadratic,inefficient,700.java
1114,4,0,0,3,0,0,0,0,0,0,1,0,2,10,2,18,n_square,quadratic,inefficient,701.java
1115,3,0,0,4,0,0,0,0,1,0,0,0,0,9,1,17,n_square,quadratic,inefficient,703.java
1116,2,0,0,3,0,0,0,0,0,0,0,0,2,8,1,10,n_square,quadratic,inefficient,705.java
1117,9,0,0,8,1,0,0,0,0,0,0,1,3,26,8,50,n_square,quadratic,inefficient,706.java
1118,26,4,0,30,1,0,0,8,0,0,0,1,3,47,16,115,n_square,quadratic,inefficient,710.java
1119,2,0,0,2,1,0,0,1,0,0,0,0,2,3,2,10,n_square,quadratic,inefficient,72.java
1120,2,0,0,7,0,0,0,0,0,0,0,0,2,12,8,16,n_square,quadratic,inefficient,720.java
1121,4,0,0,4,0,0,0,1,0,0,0,1,2,16,4,18,n_square,quadratic,inefficient,729.java
1122,20,4,0,16,0,0,1,0,1,0,0,1,0,32,17,84,n_square,quadratic,inefficient,731.java
1123,1,0,0,2,0,0,0,4,0,0,0,0,2,7,1,5,n_square,quadratic,inefficient,732.java
1124,2,0,0,4,0,0,0,0,0,0,0,0,2,10,1,12,n_square,quadratic,inefficient,734.java
1125,2,0,0,4,0,0,0,0,0,0,0,0,2,4,2,7,n_square,quadratic,inefficient,74.java
1126,3,0,0,4,1,0,0,0,0,0,0,0,3,11,1,10,n_square,quadratic,inefficient,741.java
1127,5,0,0,2,0,0,0,0,0,0,0,0,2,14,2,11,n_square,quadratic,inefficient,75.java
1128,4,0,0,7,0,0,0,0,0,0,0,0,3,13,1,22,n_square,quadratic,inefficient,759.java
1129,2,1,0,3,0,0,0,0,0,0,0,0,2,8,1,11,n_square,quadratic,inefficient,762.java
1130,7,1,0,8,1,0,0,0,0,0,0,0,3,19,2,36,n_square,quadratic,inefficient,764.java
1131,5,1,0,3,1,0,0,0,0,0,0,0,2,8,1,18,n_square,quadratic,inefficient,769.java
1132,11,0,0,12,1,0,0,0,0,0,0,1,2,27,9,61,n_square,quadratic,inefficient,790.java
1133,12,0,0,14,0,0,0,2,0,0,0,1,2,38,9,44,n_square,quadratic,inefficient,807.java
1134,2,2,0,3,0,0,0,1,0,0,0,0,2,12,1,12,n_square,quadratic,inefficient,811.java
1135,3,0,0,6,0,1,0,0,0,0,0,0,2,13,2,18,n_square,quadratic,inefficient,815.java
1136,1,0,0,2,0,0,0,0,0,0,0,0,2,4,2,4,n_square,quadratic,inefficient,82.java
1137,1,0,0,2,0,0,0,1,0,0,0,0,2,10,1,6,n_square,quadratic,inefficient,821.java
1138,4,1,0,8,0,0,0,0,1,0,0,0,2,10,2,19,n_square,quadratic,inefficient,822.java
1139,12,0,0,16,2,0,0,0,0,0,0,1,4,29,16,53,n_square,quadratic,inefficient,823.java
1140,1,1,0,2,0,0,0,0,0,0,0,0,0,7,1,7,n_square,quadratic,inefficient,826.java
1141,1,0,0,5,0,0,0,0,0,0,0,0,2,16,5,17,n_square,quadratic,inefficient,831.java
1142,9,0,0,7,0,0,0,0,0,0,0,1,3,11,11,34,n_square,quadratic,inefficient,839.java
1143,2,0,0,2,0,0,0,0,0,0,0,0,2,5,2,8,n_square,quadratic,inefficient,84.java
1144,6,4,0,8,0,0,0,0,0,0,0,0,2,30,3,35,n_square,quadratic,inefficient,840.java
1145,10,0,0,7,3,0,0,0,0,0,0,1,2,14,3,36,n_square,quadratic,inefficient,843.java
1146,1,0,0,4,0,0,0,0,0,0,0,1,2,9,12,20,n_square,quadratic,inefficient,852.java
1147,2,0,0,4,0,0,0,0,0,0,0,0,2,11,2,14,n_square,quadratic,inefficient,863.java
1148,10,2,0,15,1,0,0,2,0,0,0,1,3,29,9,60,n_square,quadratic,inefficient,865.java
1149,0,0,0,2,0,0,0,0,0,0,2,0,2,7,1,4,n_square,quadratic,inefficient,877.java
1150,13,0,0,7,1,0,0,1,0,0,0,1,4,27,10,53,n_square,quadratic,inefficient,894.java
1151,20,2,0,9,1,0,0,0,0,0,0,1,2,21,13,82,n_square,quadratic,inefficient,905.java
1152,5,0,0,8,0,0,0,2,0,0,0,1,2,22,7,34,n_square,quadratic,inefficient,906.java
1153,5,0,0,5,1,0,0,0,0,0,1,1,2,15,22,30,n_square,quadratic,inefficient,908.java
1154,6,1,0,7,0,0,0,0,0,0,0,0,2,17,6,34,n_square,quadratic,inefficient,911.java
1155,1,0,0,2,0,0,0,0,0,0,0,0,2,3,2,4,n_square,quadratic,inefficient,92.java
1156,22,3,0,19,0,0,0,0,0,0,1,2,2,48,31,113,n_square,quadratic,inefficient,922.java
1157,1,0,0,4,0,0,0,0,0,0,0,0,2,7,1,10,n_square,quadratic,inefficient,928.java
1158,9,1,0,12,0,0,0,0,0,0,0,1,2,16,14,50,n_square,quadratic,inefficient,933.java
1159,2,0,0,2,0,0,0,0,0,0,0,0,2,3,2,9,n_square,quadratic,inefficient,94.java
1160,5,1,0,9,1,0,0,0,0,0,0,1,2,17,10,41,n_square,quadratic,inefficient,943.java
1161,5,0,0,5,0,0,0,0,0,0,0,0,2,11,2,22,n_square,quadratic,inefficient,949.java
1162,12,0,0,2,0,0,0,3,0,0,0,0,0,16,3,29,n_square,quadratic,inefficient,986.java
1163,9,2,0,32,0,0,0,6,1,0,0,1,2,67,34,125,n_square,quadratic,inefficient,987.java
1164,9,0,0,5,0,0,0,2,0,0,0,0,0,4,1,22,n_square,quadratic,inefficient,988.java
1165,14,4,0,4,0,0,0,5,0,0,0,0,0,16,1,40,n_square,quadratic,inefficient,989.java
1166,14,4,0,4,0,0,0,5,0,0,0,0,0,15,1,40,n_square,quadratic,inefficient,990.java
1167,4,0,0,6,0,0,0,1,0,0,0,0,2,13,1,13,n_square,quadratic,inefficient,991.java
1168,10,5,0,8,0,0,0,2,0,0,0,1,0,29,12,48,n_square,quadratic,inefficient,992.java
1169,9,0,0,6,0,0,0,3,0,0,0,0,2,20,7,28,n_square,quadratic,inefficient,993.java
1170,3,0,0,2,0,0,0,0,1,0,0,0,2,7,2,8,n_square,quadratic,inefficient,144.java
1171,0,0,0,2,0,0,0,1,0,0,0,0,2,4,2,4,n_square,quadratic,inefficient,294.java
1172,2,0,0,3,0,0,0,0,0,0,0,2,0,7,6,8,n_square,quadratic,inefficient,31.java
1173,4,1,0,2,0,0,0,0,0,0,0,0,2,6,2,10,n_square,quadratic,inefficient,340.java
1174,4,1,0,2,0,0,0,0,0,0,0,0,2,6,2,10,n_square,quadratic,inefficient,73.java
1175,0,0,0,4,0,0,0,0,1,0,0,0,0,10,2,6,nlogn,linearithmic,efficient,10.java
1176,2,1,0,2,0,0,0,0,1,0,0,0,0,8,2,9,nlogn,linearithmic,efficient,1019.java
1177,0,0,0,3,0,0,0,1,1,0,0,0,0,4,2,5,nlogn,linearithmic,efficient,1020.java
1178,4,1,0,7,0,0,0,0,1,0,0,2,0,15,3,18,nlogn,linearithmic,efficient,1024.java
1179,1,0,0,2,0,0,0,0,1,0,0,0,0,8,1,4,nlogn,linearithmic,efficient,1030.java
